date,wind,visibility,temp,usage
20-Aug-2015,10.5,10,80.07894737,362038
21-Aug-2015,13.17647059,10,80.88235294,370168
22-Aug-2015,9.170212766,8.712765957,77.87234043,361081
23-Aug-2015,9.03125,10,77.28125,338240
24-Aug-2015,5.685714286,10,75.74285714,298375
25-Aug-2015,7.625,10,77.71875,298999
26-Aug-2015,10.78787879,10,79.75757576,325514
27-Aug-2015,10.375,10,76.65625,334695
28-Aug-2015,9.34375,10,74.6875,348757
29-Aug-2015,6.625,10,73.46875,348824
30-Aug-2015,8.5,10,75.84375,340463
31-Aug-2015,9.625,10,77.53125,314611
1-Sep-2015,6.5,10,49.09375,420364
2-Sep-2015,7.03125,10,79.78125,330762
3-Sep-2015,8.575757576,8.703030303,78,345744
4-Sep-2015,5.161290323,9.635483871,80.80645161,358956
5-Sep-2015,10.88571429,9.857142857,77.77142857,344371
6-Sep-2015,7.272727273,10,71.48484848,314303
7-Sep-2015,6.6875,10,72.09375,282925
8-Sep-2015,11.65625,10,76.5625,267478
9-Sep-2015,12.75,10,80.3125,356502
10-Sep-2015,10.6744186,9.979069767,78.55813953,377722
11-Sep-2015,8.094339623,7.833962264,74.62264151,380999
12-Sep-2015,10.54285714,9.588571429,72.54285714,391327
13-Sep-2015,12.46341463,9.329268293,73.73170732,413499
14-Sep-2015,12.54545455,10,71.12121212,362891
15-Sep-2015,14.25,9.971875,68.59375,324044
16-Sep-2015,7.46875,10,71.78125,354094
17-Sep-2015,4.28125,9.921875,73.78125,381454
18-Sep-2015,6.0625,10,74.21875,391233
19-Sep-2015,6.96875,10,73.78125,408484
20-Sep-2015,8.575,7.37,72.85,420764
21-Sep-2015,13.83333333,10,72.36111111,371534
22-Sep-2015,10.625,10,65.71875,341085
23-Sep-2015,9.375,10,66.5,349925
24-Sep-2015,6.125,10,67.125,337483
25-Sep-2015,7.176470588,10,69.64705882,308106
26-Sep-2015,9.15625,10,67.9375,347095
27-Sep-2015,10.28125,10,65.125,406612
28-Sep-2015,7.529411765,10,63.55882353,358517
29-Sep-2015,6.175,7.965,68.6,306292
30-Sep-2015,7.2,7.642,74.06,342628
1-Oct-2015,9.03125,10,42.21875,328218
2-Oct-2015,14.62162162,10,58.81081081,374604
3-Oct-2015,18.94594595,6.972972973,51.89189189,394528
4-Oct-2015,19.61290323,8.64516129,53.67741935,393307
5-Oct-2015,15.77142857,10,58.45714286,346755
6-Oct-2015,12.35294118,10,58.47058824,327265
7-Oct-2015,5.8125,10,62.375,356538
8-Oct-2015,7.375,10,64.5,372952
9-Oct-2015,6.125,10,62.5625,388709
10-Oct-2015,12.15789474,9.634210526,66.57894737,383787
11-Oct-2015,9.90625,10,58.5,411962
12-Oct-2015,9.5625,10,59.1875,357591
13-Oct-2015,8.5625,10,62.90625,310005
14-Oct-2015,9.25,10,66.625,361012
15-Oct-2015,11.125,10,63.6875,374370
16-Oct-2015,11.25,10,58.65625,388132
17-Oct-2015,12.34375,10,59.5625,410813
18-Oct-2015,13.78125,10,51.46875,437565
19-Oct-2015,13.21875,10,44.0625,379202
20-Oct-2015,10.59375,10,44.9375,347840
21-Oct-2015,16.25,10,58.25,359795
22-Oct-2015,6.5625,10,60.96875,371597
23-Oct-2015,9.375,10,62.375,391399
24-Oct-2015,14.15625,10,56.46875,408409
25-Oct-2015,9.0625,10,50.625,414761
26-Oct-2015,14.68571429,9.885714286,60.6,370233
27-Oct-2015,6.875,10,51.4375,339074
28-Oct-2015,7.625,10,51,363406
29-Oct-2015,19.43902439,6.351219512,61.26829268,368453
30-Oct-2015,16.31428571,8.968571429,65.6,384522
31-Oct-2015,14,10,55.5625,408150
1-Nov-2015,10.1025641,9.58974359,70.30769231,347165
2-Nov-2015,12.12121212,10,58.90909091,370126
3-Nov-2015,5.0625,10,57.875,329831
4-Nov-2015,4.375,9.934375,57.53125,347126
5-Nov-2015,6.333333333,9.666666667,58.87878788,364807
6-Nov-2015,3.276595745,5.355319149,61.06382979,382198
7-Nov-2015,8.860465116,5.855813953,66.06976744,399440
8-Nov-2015,11.125,10,62.09375,422413
9-Nov-2015,10.21875,10,52.53125,372310
10-Nov-2015,3.375,10,50.78125,333879
11-Nov-2015,12.1025641,8.058974359,57,359052
12-Nov-2015,12.23255814,8.462790698,53.93023256,352710
13-Nov-2015,10.46341463,9.926829268,56.41463415,387591
14-Nov-2015,20.3125,10,55.25,407567
15-Nov-2015,17.625,10,47.125,424651
16-Nov-2015,12.84375,10,49.90625,361859
17-Nov-2015,9.125,10,56.5,329620
18-Nov-2015,8.1875,10,46.46875,365515
19-Nov-2015,11.42424242,10,53.81818182,372482
20-Nov-2015,19.17307692,7.146153846,61.38461538,375179
21-Nov-2015,12.72727273,9.303030303,56.42424242,402475
22-Nov-2015,10.46875,10,48.34375,417754
23-Nov-2015,13.06060606,10,52.09090909,356151
24-Nov-2015,15.34375,10,39.84375,347188
25-Nov-2015,7.15625,10,40.25,358588
26-Nov-2015,3.71875,10,41.96875,337807
27-Nov-2015,6.71875,9.9375,49.46875,225927
28-Nov-2015,5.121212121,9.045454545,53.48484848,258317
29-Nov-2015,8.621621622,10,52.86486486,326344
30-Nov-2015,11.4375,10,43,314874
1-Dec-2015,11.4375,10,81.40625,304515
2-Dec-2015,10.56097561,7.66097561,48.65853659,355088
3-Dec-2015,3.588235294,2.168627451,51.76470588,360943
4-Dec-2015,15.93548387,10,49.83870968,394275
5-Dec-2015,15.93548387,10,49.83870968,411089
6-Dec-2015,5.21875,10,44.5,429622
7-Dec-2015,6.46875,9.878125,45,379036
8-Dec-2015,7.4375,8.890625,47.5625,353464
9-Dec-2015,8.631578947,10,44.94736842,363021
10-Dec-2015,7.6,10,46.93333333,371874
11-Dec-2015,6.75,9.525,53.65625,386556
12-Dec-2015,6.047619048,5.795238095,51.92857143,407973
13-Dec-2015,4.5,9.115625,55.53125,418762
14-Dec-2015,6.875,9.128125,57.59375,357563
15-Dec-2015,10.17857143,3.026785714,56.55357143,351853
16-Dec-2015,18.23529412,8.738235294,59.35294118,378081
17-Dec-2015,8.717948718,9.635897436,49.66666667,397655
18-Dec-2015,9.113636364,7.320454545,55.90909091,399070
19-Dec-2015,13.5,10,48.25,438101
20-Dec-2015,20.09375,10,38.8125,438833
21-Dec-2015,11.5625,10,39.71875,364016
22-Dec-2015,11.8125,10,49,325626
23-Dec-2015,8.772727273,6.497727273,55.43181818,334125
24-Dec-2015,8.28,1.322,54.56,321045
25-Dec-2015,10.04651163,5.988372093,60.88372093,279886
26-Dec-2015,2.015384615,1.570769231,58.86153846,174322
27-Dec-2015,10.43243243,9.513513514,53.35135135,222393
28-Dec-2015,12.20930233,5.269767442,55.51162791,252600
29-Dec-2015,13.91666667,9.75,40.72222222,283198
30-Dec-2015,12.21052632,6.118421053,43.23684211,293341
31-Dec-2015,7,8.797674419,44.81395349,301892
