02-Apr-15,43.40625,10,11.59375,1072
02-Apr-15,43.40625,10,11.59375,128
02-Apr-15,43.40625,10,11.59375,13
02-Apr-15,43.40625,10,11.59375,1348
02-Apr-15,43.40625,10,11.59375,1354
02-Apr-15,43.40625,10,11.59375,1538
02-Apr-15,43.40625,10,11.59375,1932
02-Apr-15,43.40625,10,11.59375,2371
02-Apr-15,43.40625,10,11.59375,2434
02-Apr-15,43.40625,10,11.59375,275
02-Apr-15,43.40625,10,11.59375,28
02-Apr-15,43.40625,10,11.59375,32
02-Apr-15,43.40625,10,11.59375,334
02-Apr-15,43.40625,10,11.59375,43
02-Apr-15,43.40625,10,11.59375,488
02-Apr-15,43.40625,10,11.59375,619
02-Apr-15,43.40625,10,11.59375,721
02-Apr-15,43.40625,10,11.59375,753
02-Apr-15,43.40625,10,11.59375,860
02-Apr-15,43.40625,10,11.59375,893
02-Apr-15,43.40625,10,11.59375,905
02-Apr-15,43.40625,10,11.59375,907
02-Apr-15,43.40625,10,11.59375,997
03-Apr-15,46.5,10,13.90625,1143
03-Apr-15,46.5,10,13.90625,118
03-Apr-15,46.5,10,13.90625,1224
03-Apr-15,46.5,10,13.90625,1235
03-Apr-15,46.5,10,13.90625,1323
03-Apr-15,46.5,10,13.90625,1417
03-Apr-15,46.5,10,13.90625,143
03-Apr-15,46.5,10,13.90625,1544
03-Apr-15,46.5,10,13.90625,1673
03-Apr-15,46.5,10,13.90625,17
03-Apr-15,46.5,10,13.90625,1798
03-Apr-15,46.5,10,13.90625,2279
03-Apr-15,46.5,10,13.90625,2545
03-Apr-15,46.5,10,13.90625,26
03-Apr-15,46.5,10,13.90625,2607
03-Apr-15,46.5,10,13.90625,33
03-Apr-15,46.5,10,13.90625,360
03-Apr-15,46.5,10,13.90625,525
03-Apr-15,46.5,10,13.90625,573
03-Apr-15,46.5,10,13.90625,70
03-Apr-15,46.5,10,13.90625,713
03-Apr-15,46.5,10,13.90625,911
03-Apr-15,46.5,10,13.90625,913
04-Apr-15,49.64583333,3.945833333,7.5625,1103
04-Apr-15,49.64583333,3.945833333,7.5625,121
04-Apr-15,49.64583333,3.945833333,7.5625,1250
04-Apr-15,49.64583333,3.945833333,7.5625,1377
04-Apr-15,49.64583333,3.945833333,7.5625,1463
04-Apr-15,49.64583333,3.945833333,7.5625,1553
04-Apr-15,49.64583333,3.945833333,7.5625,265
04-Apr-15,49.64583333,3.945833333,7.5625,296
04-Apr-15,49.64583333,3.945833333,7.5625,31
04-Apr-15,49.64583333,3.945833333,7.5625,314
04-Apr-15,49.64583333,3.945833333,7.5625,34
04-Apr-15,49.64583333,3.945833333,7.5625,361
04-Apr-15,49.64583333,3.945833333,7.5625,362
04-Apr-15,49.64583333,3.945833333,7.5625,427
04-Apr-15,49.64583333,3.945833333,7.5625,496
04-Apr-15,49.64583333,3.945833333,7.5625,565
04-Apr-15,49.64583333,3.945833333,7.5625,577
04-Apr-15,49.64583333,3.945833333,7.5625,657
04-Apr-15,49.64583333,3.945833333,7.5625,705
04-Apr-15,49.64583333,3.945833333,7.5625,749
04-Apr-15,49.64583333,3.945833333,7.5625,77
04-Apr-15,49.64583333,3.945833333,7.5625,873
04-Apr-15,49.64583333,3.945833333,7.5625,89
05-Apr-15,50.74358974,8.207692308,18.8974359,1131
05-Apr-15,50.74358974,8.207692308,18.8974359,1136
05-Apr-15,50.74358974,8.207692308,18.8974359,1229
05-Apr-15,50.74358974,8.207692308,18.8974359,1304
05-Apr-15,50.74358974,8.207692308,18.8974359,1350
05-Apr-15,50.74358974,8.207692308,18.8974359,1370
05-Apr-15,50.74358974,8.207692308,18.8974359,150
05-Apr-15,50.74358974,8.207692308,18.8974359,154
05-Apr-15,50.74358974,8.207692308,18.8974359,187
05-Apr-15,50.74358974,8.207692308,18.8974359,192
05-Apr-15,50.74358974,8.207692308,18.8974359,261
05-Apr-15,50.74358974,8.207692308,18.8974359,316
05-Apr-15,50.74358974,8.207692308,18.8974359,318
05-Apr-15,50.74358974,8.207692308,18.8974359,334
05-Apr-15,50.74358974,8.207692308,18.8974359,40
05-Apr-15,50.74358974,8.207692308,18.8974359,41
05-Apr-15,50.74358974,8.207692308,18.8974359,452
05-Apr-15,50.74358974,8.207692308,18.8974359,629
05-Apr-15,50.74358974,8.207692308,18.8974359,697
05-Apr-15,50.74358974,8.207692308,18.8974359,72
05-Apr-15,50.74358974,8.207692308,18.8974359,82
05-Apr-15,50.74358974,8.207692308,18.8974359,915
05-Apr-15,50.74358974,8.207692308,18.8974359,970
06-Apr-15,50.54545455,10,12.96969697,1094
06-Apr-15,50.54545455,10,12.96969697,112
06-Apr-15,50.54545455,10,12.96969697,114
06-Apr-15,50.54545455,10,12.96969697,1142
06-Apr-15,50.54545455,10,12.96969697,1186
06-Apr-15,50.54545455,10,12.96969697,1191
06-Apr-15,50.54545455,10,12.96969697,1232
06-Apr-15,50.54545455,10,12.96969697,1359
06-Apr-15,50.54545455,10,12.96969697,180
06-Apr-15,50.54545455,10,12.96969697,197
06-Apr-15,50.54545455,10,12.96969697,26
06-Apr-15,50.54545455,10,12.96969697,282
06-Apr-15,50.54545455,10,12.96969697,328
06-Apr-15,50.54545455,10,12.96969697,34
06-Apr-15,50.54545455,10,12.96969697,417
06-Apr-15,50.54545455,10,12.96969697,49
06-Apr-15,50.54545455,10,12.96969697,49
06-Apr-15,50.54545455,10,12.96969697,511
06-Apr-15,50.54545455,10,12.96969697,546
06-Apr-15,50.54545455,10,12.96969697,763
06-Apr-15,50.54545455,10,12.96969697,77
06-Apr-15,50.54545455,10,12.96969697,869
06-Apr-15,50.54545455,10,12.96969697,992
07-Apr-15,49.59375,10,10.4375,1041
07-Apr-15,49.59375,10,10.4375,1055
07-Apr-15,49.59375,10,10.4375,1085
07-Apr-15,49.59375,10,10.4375,1108
07-Apr-15,49.59375,10,10.4375,1123
07-Apr-15,49.59375,10,10.4375,1231
07-Apr-15,49.59375,10,10.4375,130
07-Apr-15,49.59375,10,10.4375,153
07-Apr-15,49.59375,10,10.4375,1575
07-Apr-15,49.59375,10,10.4375,1677
07-Apr-15,49.59375,10,10.4375,1722
07-Apr-15,49.59375,10,10.4375,2026
07-Apr-15,49.59375,10,10.4375,24
07-Apr-15,49.59375,10,10.4375,24
07-Apr-15,49.59375,10,10.4375,2736
07-Apr-15,49.59375,10,10.4375,2757
07-Apr-15,49.59375,10,10.4375,419
07-Apr-15,49.59375,10,10.4375,485
07-Apr-15,49.59375,10,10.4375,51
07-Apr-15,49.59375,10,10.4375,535
07-Apr-15,49.59375,10,10.4375,671
07-Apr-15,49.59375,10,10.4375,856
07-Apr-15,49.59375,10,10.4375,897
08-Apr-15,49.76470588,9.820588235,8.147058824,1192
08-Apr-15,49.76470588,9.820588235,8.147058824,1471
08-Apr-15,49.76470588,9.820588235,8.147058824,1499
08-Apr-15,49.76470588,9.820588235,8.147058824,175
08-Apr-15,49.76470588,9.820588235,8.147058824,1849
08-Apr-15,49.76470588,9.820588235,8.147058824,187
08-Apr-15,49.76470588,9.820588235,8.147058824,1881
08-Apr-15,49.76470588,9.820588235,8.147058824,21
08-Apr-15,49.76470588,9.820588235,8.147058824,225
08-Apr-15,49.76470588,9.820588235,8.147058824,29
08-Apr-15,49.76470588,9.820588235,8.147058824,328
08-Apr-15,49.76470588,9.820588235,8.147058824,369
08-Apr-15,49.76470588,9.820588235,8.147058824,373
08-Apr-15,49.76470588,9.820588235,8.147058824,41
08-Apr-15,49.76470588,9.820588235,8.147058824,594
08-Apr-15,49.76470588,9.820588235,8.147058824,762
08-Apr-15,49.76470588,9.820588235,8.147058824,789
08-Apr-15,49.76470588,9.820588235,8.147058824,820
08-Apr-15,49.76470588,9.820588235,8.147058824,823
08-Apr-15,49.76470588,9.820588235,8.147058824,83
08-Apr-15,49.76470588,9.820588235,8.147058824,850
08-Apr-15,49.76470588,9.820588235,8.147058824,886
08-Apr-15,49.76470588,9.820588235,8.147058824,914
09-Apr-15,43.74358974,9.384615385,14,1072
09-Apr-15,43.74358974,9.384615385,14,1181
09-Apr-15,43.74358974,9.384615385,14,148
09-Apr-15,43.74358974,9.384615385,14,1522
09-Apr-15,43.74358974,9.384615385,14,171
09-Apr-15,43.74358974,9.384615385,14,19
09-Apr-15,43.74358974,9.384615385,14,1902
09-Apr-15,43.74358974,9.384615385,14,1955
09-Apr-15,43.74358974,9.384615385,14,20
09-Apr-15,43.74358974,9.384615385,14,2024
09-Apr-15,43.74358974,9.384615385,14,26
09-Apr-15,43.74358974,9.384615385,14,33
09-Apr-15,43.74358974,9.384615385,14,340
09-Apr-15,43.74358974,9.384615385,14,458
09-Apr-15,43.74358974,9.384615385,14,545
09-Apr-15,43.74358974,9.384615385,14,684
09-Apr-15,43.74358974,9.384615385,14,684
